areaType,areaName,areaCode,date,hospitalCases
overview,United Kingdom,K02000001,2020-08-07,1094
overview,United Kingdom,K02000001,2020-08-06,1155
overview,United Kingdom,K02000001,2020-08-05,1200
overview,United Kingdom,K02000001,2020-08-04,1216
overview,United Kingdom,K02000001,2020-08-03,1251
overview,United Kingdom,K02000001,2020-08-02,1254
overview,United Kingdom,K02000001,2020-08-01,1290
overview,United Kingdom,K02000001,2020-07-31,1266
overview,United Kingdom,K02000001,2020-07-30,1314
overview,United Kingdom,K02000001,2020-07-29,1350
overview,United Kingdom,K02000001,2020-07-28,1369
overview,United Kingdom,K02000001,2020-07-27,1370
overview,United Kingdom,K02000001,2020-07-26,1383
overview,United Kingdom,K02000001,2020-07-25,1401
overview,United Kingdom,K02000001,2020-07-24,1453
overview,United Kingdom,K02000001,2020-07-23,1538
overview,United Kingdom,K02000001,2020-07-22,1747
overview,United Kingdom,K02000001,2020-07-21,1634
overview,United Kingdom,K02000001,2020-07-20,1734
overview,United Kingdom,K02000001,2020-07-19,1742
overview,United Kingdom,K02000001,2020-07-18,1776
overview,United Kingdom,K02000001,2020-07-17,1804
overview,United Kingdom,K02000001,2020-07-16,1829
overview,United Kingdom,K02000001,2020-07-15,1974
overview,United Kingdom,K02000001,2020-07-14,1993
overview,United Kingdom,K02000001,2020-07-13,2113
overview,United Kingdom,K02000001,2020-07-12,2101
overview,United Kingdom,K02000001,2020-07-11,2119
overview,United Kingdom,K02000001,2020-07-10,2244
overview,United Kingdom,K02000001,2020-07-09,2345
overview,United Kingdom,K02000001,2020-07-08,2454
overview,United Kingdom,K02000001,2020-07-07,2598
overview,United Kingdom,K02000001,2020-07-06,2699
overview,United Kingdom,K02000001,2020-07-05,2741
overview,United Kingdom,K02000001,2020-07-04,2802
overview,United Kingdom,K02000001,2020-07-03,2942
overview,United Kingdom,K02000001,2020-07-02,3079
overview,United Kingdom,K02000001,2020-07-01,3198
overview,United Kingdom,K02000001,2020-06-30,3383
overview,United Kingdom,K02000001,2020-06-29,3748
overview,United Kingdom,K02000001,2020-06-28,3557
overview,United Kingdom,K02000001,2020-06-27,3544
overview,United Kingdom,K02000001,2020-06-26,3620
overview,United Kingdom,K02000001,2020-06-25,3850
overview,United Kingdom,K02000001,2020-06-24,4030
overview,United Kingdom,K02000001,2020-06-23,4134
overview,United Kingdom,K02000001,2020-06-22,4281
overview,United Kingdom,K02000001,2020-06-21,4222
overview,United Kingdom,K02000001,2020-06-20,4252
overview,United Kingdom,K02000001,2020-06-19,4414
overview,United Kingdom,K02000001,2020-06-18,4560
overview,United Kingdom,K02000001,2020-06-17,4719
overview,United Kingdom,K02000001,2020-06-16,4863
overview,United Kingdom,K02000001,2020-06-15,4870
overview,United Kingdom,K02000001,2020-06-14,4908
overview,United Kingdom,K02000001,2020-06-13,4941
overview,United Kingdom,K02000001,2020-06-12,5090
overview,United Kingdom,K02000001,2020-06-11,5179
overview,United Kingdom,K02000001,2020-06-10,5475
overview,United Kingdom,K02000001,2020-06-09,5736
overview,United Kingdom,K02000001,2020-06-08,5931
overview,United Kingdom,K02000001,2020-06-07,5944
overview,United Kingdom,K02000001,2020-06-06,6149
overview,United Kingdom,K02000001,2020-06-05,6379
overview,United Kingdom,K02000001,2020-06-04,6580
overview,United Kingdom,K02000001,2020-06-03,6815
overview,United Kingdom,K02000001,2020-06-02,7087
overview,United Kingdom,K02000001,2020-06-01,7248
overview,United Kingdom,K02000001,2020-05-31,7238
overview,United Kingdom,K02000001,2020-05-30,7268
overview,United Kingdom,K02000001,2020-05-29,7586
overview,United Kingdom,K02000001,2020-05-28,7907
overview,United Kingdom,K02000001,2020-05-27,8220
overview,United Kingdom,K02000001,2020-05-26,8732
overview,United Kingdom,K02000001,2020-05-25,8836
overview,United Kingdom,K02000001,2020-05-24,8814
overview,United Kingdom,K02000001,2020-05-23,8814
overview,United Kingdom,K02000001,2020-05-22,9184
overview,United Kingdom,K02000001,2020-05-21,9293
overview,United Kingdom,K02000001,2020-05-20,9563
overview,United Kingdom,K02000001,2020-05-19,10013
overview,United Kingdom,K02000001,2020-05-18,10231
overview,United Kingdom,K02000001,2020-05-17,10199
overview,United Kingdom,K02000001,2020-05-16,10238
overview,United Kingdom,K02000001,2020-05-15,10691
overview,United Kingdom,K02000001,2020-05-14,10921
overview,United Kingdom,K02000001,2020-05-13,11342
overview,United Kingdom,K02000001,2020-05-12,11591
overview,United Kingdom,K02000001,2020-05-11,11967
overview,United Kingdom,K02000001,2020-05-10,11727
overview,United Kingdom,K02000001,2020-05-09,12015
overview,United Kingdom,K02000001,2020-05-08,12053
overview,United Kingdom,K02000001,2020-05-07,12626
overview,United Kingdom,K02000001,2020-05-06,13148
overview,United Kingdom,K02000001,2020-05-05,13723
overview,United Kingdom,K02000001,2020-05-04,14097
overview,United Kingdom,K02000001,2020-05-03,14188
overview,United Kingdom,K02000001,2020-05-02,14380
overview,United Kingdom,K02000001,2020-05-01,14723
overview,United Kingdom,K02000001,2020-04-30,15164
overview,United Kingdom,K02000001,2020-04-29,15521
overview,United Kingdom,K02000001,2020-04-28,15877
overview,United Kingdom,K02000001,2020-04-27,16662
overview,United Kingdom,K02000001,2020-04-26,16555
overview,United Kingdom,K02000001,2020-04-25,16604
overview,United Kingdom,K02000001,2020-04-24,17063
overview,United Kingdom,K02000001,2020-04-23,17867
overview,United Kingdom,K02000001,2020-04-22,18533
overview,United Kingdom,K02000001,2020-04-21,19139
overview,United Kingdom,K02000001,2020-04-20,19331
overview,United Kingdom,K02000001,2020-04-19,19574
overview,United Kingdom,K02000001,2020-04-18,19456
overview,United Kingdom,K02000001,2020-04-17,19330
overview,United Kingdom,K02000001,2020-04-16,20389
overview,United Kingdom,K02000001,2020-04-15,20582
overview,United Kingdom,K02000001,2020-04-14,21281
overview,United Kingdom,K02000001,2020-04-13,21308
overview,United Kingdom,K02000001,2020-04-12,21687
overview,United Kingdom,K02000001,2020-04-11,21254
overview,United Kingdom,K02000001,2020-04-10,21280
overview,United Kingdom,K02000001,2020-04-09,21005
overview,United Kingdom,K02000001,2020-04-08,20740
overview,United Kingdom,K02000001,2020-04-07,20234
overview,United Kingdom,K02000001,2020-04-06,19493
overview,United Kingdom,K02000001,2020-04-05,18855
overview,United Kingdom,K02000001,2020-04-04,17502
overview,United Kingdom,K02000001,2020-04-03,15546
overview,United Kingdom,K02000001,2020-04-02,13875
overview,United Kingdom,K02000001,2020-04-01,13637
overview,United Kingdom,K02000001,2020-03-31,12597
overview,United Kingdom,K02000001,2020-03-30,11093
overview,United Kingdom,K02000001,2020-03-29,9525
overview,United Kingdom,K02000001,2020-03-28,8278
overview,United Kingdom,K02000001,2020-03-27,7267
