areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-03-12,484,1784
overview,United Kingdom,K02000001,2020-03-11,402,1300
overview,United Kingdom,K02000001,2020-03-10,265,898
overview,United Kingdom,K02000001,2020-03-09,148,633
overview,United Kingdom,K02000001,2020-03-08,55,485
overview,United Kingdom,K02000001,2020-03-07,68,430
overview,United Kingdom,K02000001,2020-03-06,83,362
overview,United Kingdom,K02000001,2020-03-05,49,279
overview,United Kingdom,K02000001,2020-03-04,56,230
overview,United Kingdom,K02000001,2020-03-03,58,174
overview,United Kingdom,K02000001,2020-03-02,41,116
overview,United Kingdom,K02000001,2020-03-01,21,75
overview,United Kingdom,K02000001,2020-02-29,5,54
overview,United Kingdom,K02000001,2020-02-28,12,49
overview,United Kingdom,K02000001,2020-02-27,9,37
overview,United Kingdom,K02000001,2020-02-26,5,28
overview,United Kingdom,K02000001,2020-02-25,4,23
overview,United Kingdom,K02000001,2020-02-24,2,19
overview,United Kingdom,K02000001,2020-02-23,2,17
overview,United Kingdom,K02000001,2020-02-22,0,15
overview,United Kingdom,K02000001,2020-02-21,1,15
overview,United Kingdom,K02000001,2020-02-20,0,14
overview,United Kingdom,K02000001,2020-02-19,0,14
overview,United Kingdom,K02000001,2020-02-18,0,14
overview,United Kingdom,K02000001,2020-02-17,0,14
overview,United Kingdom,K02000001,2020-02-16,0,14
overview,United Kingdom,K02000001,2020-02-15,0,14
overview,United Kingdom,K02000001,2020-02-14,0,14
overview,United Kingdom,K02000001,2020-02-13,0,14
overview,United Kingdom,K02000001,2020-02-12,0,14
overview,United Kingdom,K02000001,2020-02-11,3,14
overview,United Kingdom,K02000001,2020-02-10,1,11
overview,United Kingdom,K02000001,2020-02-09,1,10
overview,United Kingdom,K02000001,2020-02-08,3,9
overview,United Kingdom,K02000001,2020-02-07,0,6
overview,United Kingdom,K02000001,2020-02-06,0,6
overview,United Kingdom,K02000001,2020-02-05,1,6
overview,United Kingdom,K02000001,2020-02-04,0,5
overview,United Kingdom,K02000001,2020-02-03,3,5
overview,United Kingdom,K02000001,2020-02-02,1,2
overview,United Kingdom,K02000001,2020-02-01,0,1
overview,United Kingdom,K02000001,2020-01-31,0,1
overview,United Kingdom,K02000001,2020-01-30,1,1
